GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Contractor,PMS,England,Dispensing,Male,All,All,All,All,All,,,,,100,250,,,,,,,660200,497600,162600,75.4,4347,148100,497600,28800,41000,279300,1100,9600,135500,2300,,,,7.5,25.8,,0.8,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Male,<40,All,All,All,All,,,,,50,50,,,,,,,632300,477600,154700,75.5,7102,132700,477600,26800,53600,272700,800,8100,113900,1600,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Male,>=40<50,All,All,All,All,,,,,50,100,,,,,,,619900,471300,148500,76,5300,146200,471300,31800,38900,265800,1100,8700,123100,1900,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Male,>=50<60,All,All,All,All,,,,,50,100,,,,,,,708500,525900,182600,74.2,8263,154000,525900,26900,40600,290200,1200,10600,153400,3100,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Female,All,All,All,All,All,,,,,150,250,,,,,,,511100,381700,129300,74.7,3200,122200,381700,26800,32000,220700,700,7500,92400,1600,,,,17.3,26,,6.3,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Female,<40,All,All,All,All,,,,,50,50,,,,,,,432100,315400,116700,73,5931,104300,315400,28100,24200,186700,1100,6900,65900,2500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Female,>=40<50,All,All,All,All,,,,,50,100,,,,,,,516900,388700,128100,75.2,4890,121500,388700,24200,32700,230200,700,8200,91200,1500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Dispensing,Female,>=50<60,All,All,All,All,,,,,50,100,,,,,,,518800,389800,129000,75.1,4338,125300,389800,30300,31000,218000,600,7100,101300,1400,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,All,All,,,,,2350,4050,,,,,,,511700,370700,141000,72.4,1043,127700,370700,21600,51900,261100,1000,3600,29500,1900,0.4,0.6,1.7,19.6,48.9,0.5,8.1,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,150,250,,,,,,,402500,282600,119900,70.2,3037,112800,282600,19700,51700,178500,1800,1100,27300,2600,2.6,2,2.6,27.8,59.6,,27.8,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,750,1300,,,,,,,450600,319800,130700,71,1551,121100,319800,21600,45200,220200,1000,2800,27200,1800,0.3,0.7,2.5,21,53.5,0.7,10.9,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,750,1250,,,,,,,519900,377200,142800,72.5,1732,127900,377200,21900,53300,262500,800,3600,33200,1900,0.3,0.8,1.2,22.8,50.5,0.3,4.7,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,450,750,,,,,,,534600,389900,144700,72.9,2251,136600,389900,20300,49400,284600,900,5000,27700,2000,,,0.9,9.4,38.6,0.2,6.8,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,All,"20,000 and over",All,,,,,300,500,,,,,,,669400,500900,168500,74.8,4520,139700,500900,23700,69500,369200,1200,5300,29900,2000,0.3,0.3,1.4,18.2,42.2,1.4,1.4,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,East of England,All,All,,,,,50,100,,,,,,,562300,387300,175000,68.9,7210,156600,387300,22700,46200,284600,1000,3000,29000,900,,,,4,62,,4,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,London,All,All,,,,,800,1400,,,,,,,569300,406000,163300,71.3,2299,148400,406000,22800,61800,281300,1700,2300,33800,2200,0.4,0.7,2,11.4,62,0.9,8.8,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,Midlands,All,All,,,,,100,200,,,,,,,523300,386300,137000,73.8,3994,129800,386300,21500,54800,263400,500,2200,42400,1600,,,0.8,14.8,63.1,,2.5,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,North East and Yorkshire,All,All,,,,,500,900,,,,,,,500400,369700,130700,73.9,1639,122200,369700,23800,60200,250600,800,2100,30700,1500,0.2,0.8,1.7,37.8,52.7,0.6,6.6,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,North West,All,All,,,,,350,600,,,,,,,448400,316600,131800,70.6,2179,121700,316600,19200,44700,226800,600,1100,23100,1200,1.2,1.2,2.4,32,48.4,,12.2,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,South East of England,All,All,,,,,100,200,,,,,,,513200,373700,139500,72.8,4639,120900,373700,20500,41300,265100,600,5500,38700,2000,0.9,0.9,0.9,14.8,39.1,0.9,2.6,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,All,South West of England,All,All,,,,,400,700,,,,,,,454600,339200,115400,74.6,1452,110700,339200,18600,30900,257900,500,10200,18500,2700,,,1.2,7.1,15.4,0.2,9,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,Rural,All,All,All,,,,,150,250,,,,,,,488000,363700,124200,74.5,3013,117200,363700,22100,38700,271600,700,5500,23200,1800,,,,29.6,29.6,,5.2,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,All,Urban,All,All,All,,,,,2200,3800,,,,,,,513200,371100,142100,72.3,1090,128700,371100,21600,52700,260400,1000,3500,29900,1900,0.4,0.7,1.8,19,50,0.5,8.3,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,<40,All,All,All,All,,,,,300,500,,,,,,,484000,350700,133300,72.5,2641,122300,350700,19400,49000,251700,800,4000,24200,1600,,,0.7,18.2,46,0.3,6.6,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,>=40<50,All,All,All,All,,,,,950,1650,,,,,,,513600,373000,140500,72.6,1667,127200,373000,21600,51500,264100,800,4200,28900,1900,0.3,0.4,1.3,20.6,45.1,0.3,7.8,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,>=50<60,All,All,All,All,,,,,800,1350,,,,,,,535700,390700,145000,72.9,1728,130900,390700,22800,55500,274500,1000,3300,31400,2100,0.4,0.5,1.6,20.2,50.6,0.1,7.5,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,All,>=60,All,All,All,All,,,,,300,500,,,,,,,470500,330500,139900,70.3,3244,130300,330500,20500,47200,225500,1500,2200,31700,2000,1,2.3,4.3,16.1,58.9,2.3,12.2,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Male,All,All,All,All,All,,,,,1250,2150,,,,,,,545600,392900,152700,72,1453,139900,392900,23100,55200,275500,1100,3700,32100,2100,0.4,0.7,1.9,19.5,48.7,0.8,8.7,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Male,<40,All,All,All,All,,,,,150,250,,,,,,,517400,367900,149400,71.1,4545,145800,367900,19900,50700,267700,900,4600,22400,1700,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,450,800,,,,,,,561600,408000,153600,72.6,2183,138900,408000,23600,56900,285100,1000,4500,34900,2000,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,450,750,,,,,,,570500,411900,158600,72.2,2522,143900,411900,24500,58500,289800,1300,3400,32000,2400,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Male,>=60,All,All,All,All,,,,,200,350,,,,,,,480300,339200,141100,70.6,3775,130400,339200,21600,47700,231400,1500,2100,32800,2100,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Female,All,All,All,All,All,,,,,1100,1900,,,,,,,473100,345300,127700,73,1455,116300,345300,19900,48200,244600,800,3600,26500,1700,0.4,0.5,1.5,19.6,49,0.2,7.5,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Female,<40,All,All,All,All,,,,,150,250,,,,,,,454000,335300,118800,73.8,2699,111800,335300,19000,47400,237300,600,3500,25900,1500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Female,>=40<50,All,All,All,All,,,,,500,850,,,,,,,468400,340100,128200,72.6,2445,117700,340100,19800,46300,244300,700,4000,23200,1800,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,350,600,,,,,,,494200,365500,128700,73.9,2178,116200,365500,20900,51800,256300,800,3300,30700,1700,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,England,Non-dispensing,Female,>=60,All,All,All,All,,,,,100,150,,,,,,,446100,309000,137100,69.3,6311,125400,309000,17700,45800,210700,1500,2500,28900,1900,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,,,,300,350,,,,,,,312200,186400,125800,59.7,1305,121800,186400,9500,24100,137400,600,800,13700,400,,,,24.4,49.9,0.4,14,,,,278700,217500,356400,173400,485300,157900,97200,142700,72400,179300
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11.1,11.1,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,16.8,27.9,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,24.4,52.3,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,,"125,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,47.7,100,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8.6,8.6,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11.9,20.5,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,14.7,35.2,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.4,45.6,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,12.2,57.8,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8.2,66,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,,"200,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,34,100,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"0 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3.2,3.2,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"125,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.2,10.4,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.9,18.3,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9,27.3,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9.3,36.6,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"250,000 - 275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11.1,47.7,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"275,000 - 300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11.8,59.5,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"300,000 - 325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6.5,66,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,All,All,"325,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,34,100,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,50,50,,,,,,,258400,150900,107500,58.4,2374,105100,150900,10500,14600,98900,1100,100,25300,300,,,,14.6,77.1,2.1,22.9,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,100,150,,,,,,,276000,156100,119900,56.6,1432,122400,156100,9600,19800,115500,700,1300,9000,200,,,,29,52.4,,19.6,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,100,100,,,,,,,340200,203200,137000,59.7,2570,132700,203200,8900,31300,150600,400,300,11200,600,,,,16.4,50.7,,3.8,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,,,,394200,256900,137300,65.2,3149,129000,256900,7900,45900,182400,300,1500,18800,100,,,,43.7,24,,16.1,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,423600,280900,142700,66.3,9494,91400,280900,11200,13600,238900,100,800,15300,1000,,,,30.3,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,150,200,,,,,,,317600,190600,127000,60,1921,120100,190600,9800,22900,139100,800,700,16800,500,,,,22.5,47.2,,11,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,100,150,,,,,,,305500,181300,124300,59.3,1659,123600,181300,9100,25500,135200,400,900,9900,200,,,,26.6,53.2,0.8,17.7,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,<40,All,All,All,All,,,,,50,50,,,,,,,318300,191500,126800,60.2,3109,114300,191500,10200,23800,142900,500,500,13100,500,,,,28.8,57.7,1.7,13.6,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,100,150,,,,,,,315600,189600,126000,60.1,1756,123600,189600,9500,25900,138900,400,1000,13500,300,,,,24.8,45.5,,14.9,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,100,100,,,,,,,308900,183000,125900,59.2,2479,126700,183000,9100,22900,136200,700,700,13000,300,,,,22,50,,10.5,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,All,>=60,All,All,All,All,,,,,50,50,,,,,,,275900,157100,118800,56.9,6990,108200,157100,9400,15800,105300,1700,900,23600,400,,,,15.4,53.7,,30.7,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Male,All,All,All,All,All,,,,,100,150,,,,,,,350800,208000,142800,59.3,2167,137100,208000,10800,26400,152800,600,900,16000,500,,,,23.5,46.3,,17.7,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,50,50,,,,,,,339500,209100,130400,61.6,3620,115900,209100,10800,28400,152000,500,700,16200,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,50,50,,,,,,,378100,228400,149600,60.4,2955,139600,228400,11600,29900,164900,500,1100,19900,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,50,50,,,,,,,348100,198500,149600,57,4778,141400,198500,10100,23100,152600,700,800,10800,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Male,>=60,All,All,All,All,,,,,50,50,,,,,,,259400,139000,120400,53.6,8846,108200,139000,9100,15600,97800,800,600,14500,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Female,All,All,All,All,All,,,,,150,200,,,,,,,283600,170400,113200,60.1,1445,111300,170400,8500,22300,125900,600,700,12100,300,,,,25,52.6,0.6,11.3,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,50,50,,,,,,,300500,176600,123800,58.8,4846,113500,176600,9600,19900,135200,500,300,10500,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,50,100,,,,,,,274500,164100,110400,59.8,1712,111100,164100,8000,23300,121900,400,900,9300,200,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,50,50,,,,,,,283200,172800,110400,61,2142,110600,172800,8500,22700,125600,700,700,14500,200,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,All,All,All,All,All,,,,,50,50,,,,,,,365100,245900,119200,67.4,3043,114200,245900,8500,36000,156100,1000,400,43800,300,,,,35,15,,5,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,,,,336300,217400,118800,64.7,2528,119000,217400,5800,71100,131700,,,8800,0,,,,100,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,264000,181100,82900,68.6,2018,81100,181100,7000,8600,145200,100,600,19100,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,All,Rural,All,All,All,,,,,50,50,,,,,,,344800,231900,112900,67.2,2442,112400,231900,8100,35500,145200,1000,300,41600,200,,,,31.6,15.8,,5.3,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,<40,All,All,All,All,,,,,50,50,,,,,,,305800,199900,105900,65.4,4346,104100,199900,7300,32100,135000,300,300,24400,400,,,,30,10,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,>=40<50,All,All,All,All,,,,,50,50,,,,,,,377900,249900,128000,66.1,4521,117900,249900,8900,36800,164000,700,500,38800,200,,,,33.3,5.6,,5.6,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,All,>=50<60,All,All,All,All,,,,,50,50,,,,,,,375700,259200,116500,69,7385,113500,259200,7800,40100,156900,,400,53800,200,,,,,20,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,Male,All,All,All,All,All,,,,,50,50,,,,,,,395100,261300,133700,66.2,4554,129000,261300,9000,40600,163400,900,400,46800,300,,,,31.6,10.5,,5.3,,,,,,,,,,,,,
Contractor,PMS,Scotland,Dispensing,Female,All,All,All,All,All,,,,,50,50,,,,,,,338000,232000,106100,68.6,3617,107900,232000,8000,31800,149500,1100,400,41000,200,,,,38.1,19,,4.8,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,All,All,All,All,,,,,250,300,,,,,,,303500,176600,126900,58.2,1435,124100,176600,9700,22100,134300,500,900,8800,400,,,,22.6,55.6,0.4,15.5,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,50,50,,,,,,,221000,116800,104200,52.9,2493,102100,116800,10200,13000,87200,700,100,5300,300,,,,14.3,78.6,2.4,21.4,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,100,150,,,,,,,269700,151800,117900,56.3,1473,120800,151800,9600,18300,114200,600,1400,7500,200,,,,31,56,,21,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,100,100,,,,,,,329700,195300,134400,59.2,2503,131500,195300,8700,31000,145200,400,300,9300,600,,,,14.3,51.9,,3.9,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,,,,439000,287500,151600,65.5,4662,156600,287500,9500,26400,221800,500,2500,26600,200,,,,,28.6,,28.6,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,Rural,All,All,All,,,,,100,150,,,,,,,308900,177400,131500,57.4,2407,124600,177400,10400,18800,137200,700,800,8900,600,,,,19.7,57.3,,12.8,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,All,Urban,All,All,All,,,,,100,150,,,,,,,298400,175900,122400,59,1582,122600,175900,9000,25200,131500,400,900,8700,200,,,,25.4,54.1,0.8,18,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,<40,All,All,All,All,,,,,50,50,,,,,,,320800,189800,131000,59.2,3585,121500,189800,10800,22100,144500,500,500,10800,500,,,,28.6,67.3,2,16.3,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,>=40<50,All,All,All,All,,,,,100,150,,,,,,,304800,179200,125600,58.8,1905,124600,179200,9600,24000,134600,400,1100,9200,400,,,,23.3,52.4,,16.5,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,>=50<60,All,All,All,All,,,,,100,100,,,,,,,300200,173100,127100,57.7,2627,126900,173100,9300,20600,133600,700,800,7800,400,,,,18.4,53.9,,11.8,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,All,>=60,All,All,All,All,,,,,50,50,,,,,,,236800,118200,118600,49.9,8150,108200,118200,8500,13700,90900,400,1100,3200,500,,,,18.2,45.5,,27.3,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Male,All,All,All,All,All,,,,,100,150,,,,,,,342500,198000,144500,57.8,2424,138200,198000,11100,23800,150800,500,1000,10200,500,,,,22,53,,20,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Male,<40,All,All,All,All,,,,,50,50,,,,,,,339700,207100,132600,61,4142,118700,207100,11400,26400,155400,500,700,12100,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,50,50,,,,,,,366800,216000,150800,58.9,3481,139600,216000,12000,26600,162600,400,1300,12500,600,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,50,50,,,,,,,341100,189600,151500,55.6,4957,142000,189600,10300,21400,147800,700,800,8100,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Female,All,All,All,All,All,,,,,150,200,,,,,,,275500,161300,114200,58.5,1569,111500,161300,8600,20900,122400,500,800,7800,300,,,,23,57.6,0.7,12.2,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Female,<40,All,All,All,All,,,,,50,50,,,,,,,305500,175700,129800,57.5,5559,125800,175700,10200,18600,135600,600,300,9800,500,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Female,>=40<50,All,All,All,All,,,,,50,100,,,,,,,267100,156800,110300,58.7,1685,111900,156800,8100,22500,117600,400,900,7200,200,,,,,,,,,,,,,,,,,,,,
Contractor,PMS,Scotland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,50,50,,,,,,,273500,162300,111200,59.4,2329,110600,162300,8700,20100,124300,700,800,7600,200,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,All,All,,,,,16700,31750,,,,,,,319600,209400,110200,65.5,299,97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,"Fewer than 5,000",All,,,,,1300,2450,,,,,,,301700,194700,107000,64.5,1196,95300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,5450,10300,,,,,,,316800,206700,110100,65.3,586,98200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,5200,9850,,,,,,,317300,206300,111000,65,594,99400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,2550,4850,,,,,,,316300,206900,109400,65.4,876,96700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,2250,4350,,,,,,,344800,233900,111000,67.8,1096,92200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,East of England,All,All,,,,,1750,3350,,,,,,,354200,238200,116000,67.2,1094,105300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,London,All,All,,,,,2900,5550,,,,,,,302300,188900,113400,62.5,961,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,Midlands,All,All,,,,,3150,5950,,,,,,,329700,215500,114200,65.4,825,100600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,2350,4500,,,,,,,320200,213000,107100,66.5,830,95900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,North West,All,All,,,,,2200,4150,,,,,,,312300,201500,110800,64.5,956,101700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,South East of England,All,All,,,,,2500,4750,,,,,,,322900,212400,110500,65.8,893,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,All,South West of England,All,All,,,,,1850,3550,,,,,,,300400,205200,95200,68.3,788,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,Rural,All,All,All,,,,,2700,5300,,,,,,,376500,262000,114600,69.6,843,103900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,All,Urban,All,All,All,,,,,14000,26500,,,,,,,308200,198900,109300,64.5,338,96400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,<40,All,All,All,All,,,,,4050,9050,,,,,,,184100,98500,85600,53.5,493,75100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
